split,image_id,label_file,modalities,added,removed,modified,classes_affected,change_types,verification_statuses,note
test,01721,test/01721.txt,IR|RGB,0,0,29,car,OBB_adjustment:29,auto_high_confidence:16;needs_review:13,file-level summary aggregated from instance-level refinement records
test,01722,test/01722.txt,IR|RGB,0,0,18,car,OBB_adjustment:18,auto_high_confidence:2;needs_review:16,file-level summary aggregated from instance-level refinement records
test,01723,test/01723.txt,IR|RGB,0,0,4,car,OBB_adjustment:4,auto_high_confidence:4,file-level summary aggregated from instance-level refinement records
test,01724,test/01724.txt,IR|RGB,0,0,4,car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01725,test/01725.txt,IR|RGB,0,0,24,car,OBB_adjustment:24,auto_high_confidence:14;needs_review:10,file-level summary aggregated from instance-level refinement records
test,01726,test/01726.txt,IR|RGB,0,0,2,freight_car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01727,test/01727.txt,IR|RGB,0,0,2,car,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01728,test/01728.txt,IR|RGB,0,0,4,car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01730,test/01730.txt,IR|RGB,0,0,18,car,OBB_adjustment:18,auto_high_confidence:2;needs_review:16,file-level summary aggregated from instance-level refinement records
test,01731,test/01731.txt,IR|RGB,0,0,15,car|freight_car|truck,OBB_adjustment:13;category_correction:2,auto_high_confidence:5;needs_review:10,file-level summary aggregated from instance-level refinement records
test,01732,test/01732.txt,IR|RGB,0,0,21,car|freight_car,OBB_adjustment:17;category_correction:4,auto_high_confidence:9;needs_review:12,file-level summary aggregated from instance-level refinement records
test,01733,test/01733.txt,IR|RGB,0,0,10,car|freight_car|van,OBB_adjustment:8;category_correction:2,auto_high_confidence:2;needs_review:8,file-level summary aggregated from instance-level refinement records
test,01734,test/01734.txt,IR|RGB,0,0,25,car,OBB_adjustment:25,auto_high_confidence:3;needs_review:22,file-level summary aggregated from instance-level refinement records
test,01735,test/01735.txt,IR|RGB,0,0,30,car,OBB_adjustment:30,auto_high_confidence:5;needs_review:25,file-level summary aggregated from instance-level refinement records
test,01736,test/01736.txt,IR|RGB,0,0,35,car|freight_car|van,OBB_adjustment:33;category_correction:2,auto_high_confidence:6;needs_review:29,file-level summary aggregated from instance-level refinement records
test,01737,test/01737.txt,IR|RGB,0,0,24,car,OBB_adjustment:24,auto_high_confidence:4;needs_review:20,file-level summary aggregated from instance-level refinement records
test,01738,test/01738.txt,IR|RGB,1,1,27,car|freight_car|van,OBB_adjustment:25;addition:1;category_correction:2;removal:1,auto_high_confidence:5;needs_review:24,file-level summary aggregated from instance-level refinement records
test,01739,test/01739.txt,IR|RGB,0,0,4,car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01740,test/01740.txt,IR|RGB,0,0,4,car|truck,OBB_adjustment:4,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01741,test/01741.txt,IR|RGB,0,0,6,car|truck,OBB_adjustment:6,auto_high_confidence:2;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01742,test/01742.txt,IR|RGB,0,0,2,car,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01744,test/01744.txt,IR|RGB,0,0,5,car|truck,OBB_adjustment:5,auto_high_confidence:2;needs_review:3,file-level summary aggregated from instance-level refinement records
test,01745,test/01745.txt,IR,0,0,3,car,OBB_adjustment:3,auto_high_confidence:2;needs_review:1,file-level summary aggregated from instance-level refinement records
test,01746,test/01746.txt,IR|RGB,0,0,8,car|freight_car,OBB_adjustment:8,auto_high_confidence:4;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01747,test/01747.txt,IR|RGB,1,1,7,car|freight_car|truck|van,OBB_adjustment:5;addition:1;category_correction:2;removal:1,auto_high_confidence:4;needs_review:5,file-level summary aggregated from instance-level refinement records
test,01748,test/01748.txt,IR|RGB,0,0,6,car|van,OBB_adjustment:4;category_correction:2,auto_high_confidence:2;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01749,test/01749.txt,IR|RGB,0,0,4,car|freight_car|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01750,test/01750.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01751,test/01751.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01752,test/01752.txt,IR|RGB,0,0,2,car|van,category_correction:1;category_correction+OBB_adjustment:1,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01753,test/01753.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01754,test/01754.txt,IR|RGB,0,0,7,car|freight_car|truck,OBB_adjustment:3;category_correction:4,auto_high_confidence:4;needs_review:3,file-level summary aggregated from instance-level refinement records
test,01755,test/01755.txt,IR|RGB,0,0,6,freight_car|truck,OBB_adjustment:2;category_correction:2;category_correction+OBB_adjustment:2,auto_high_confidence:6,file-level summary aggregated from instance-level refinement records
test,01756,test/01756.txt,IR|RGB,0,0,8,freight_car|truck,OBB_adjustment:2;category_correction:2;category_correction+OBB_adjustment:4,auto_high_confidence:8,file-level summary aggregated from instance-level refinement records
test,01757,test/01757.txt,IR|RGB,0,0,5,freight_car|truck|van,category_correction:1;category_correction+OBB_adjustment:4,auto_high_confidence:3;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01758,test/01758.txt,IR|RGB,1,1,8,car|truck|van,OBB_adjustment:6;addition:1;category_correction:2;removal:1,auto_high_confidence:2;needs_review:8,file-level summary aggregated from instance-level refinement records
test,01759,test/01759.txt,IR|RGB,0,0,6,car|freight_car|truck,OBB_adjustment:4;category_correction:1;category_correction+OBB_adjustment:1,auto_high_confidence:2;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01760,test/01760.txt,IR|RGB,0,0,9,car|freight_car|truck,OBB_adjustment:6;category_correction:3,auto_high_confidence:3;needs_review:6,file-level summary aggregated from instance-level refinement records
test,01761,test/01761.txt,IR|RGB,0,0,10,car|freight_car|truck,OBB_adjustment:6;category_correction:2;category_correction+OBB_adjustment:2,auto_high_confidence:2;needs_review:8,file-level summary aggregated from instance-level refinement records
test,01762,test/01762.txt,IR|RGB,0,0,2,freight_car|truck,category_correction+OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01763,test/01763.txt,IR|RGB,0,0,4,freight_car|truck|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01764,test/01764.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01765,test/01765.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01766,test/01766.txt,IR|RGB,0,0,4,car|truck|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01767,test/01767.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01768,test/01768.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01769,test/01769.txt,IR|RGB,0,0,2,car|freight_car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01770,test/01770.txt,IR|RGB,0,0,4,car|freight_car|truck|van,category_correction:4,auto_high_confidence:4,file-level summary aggregated from instance-level refinement records
test,01771,test/01771.txt,IR|RGB,0,0,2,freight_car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01772,test/01772.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01773,test/01773.txt,IR|RGB,2,2,0,truck,addition:2;removal:2,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01774,test/01774.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01775,test/01775.txt,IR|RGB,0,0,4,car|truck|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01776,test/01776.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01777,test/01777.txt,IR|RGB,0,0,4,car|truck|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01778,test/01778.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01779,test/01779.txt,IR|RGB,0,0,6,car|freight_car|truck|van,OBB_adjustment:4;category_correction:2,auto_high_confidence:2;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01780,test/01780.txt,IR|RGB,0,0,4,car|van,category_correction:4,auto_high_confidence:4,file-level summary aggregated from instance-level refinement records
test,01781,test/01781.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01782,test/01782.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01783,test/01783.txt,IR|RGB,0,0,3,car|van,OBB_adjustment:1;category_correction:2,auto_high_confidence:3,file-level summary aggregated from instance-level refinement records
test,01786,test/01786.txt,IR|RGB,0,0,2,car,OBB_adjustment:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01787,test/01787.txt,IR|RGB,0,0,3,car,OBB_adjustment:3,auto_high_confidence:3,file-level summary aggregated from instance-level refinement records
test,01788,test/01788.txt,IR|RGB,0,0,4,freight_car|truck,OBB_adjustment:2;category_correction:2,auto_high_confidence:4,file-level summary aggregated from instance-level refinement records
test,01791,test/01791.txt,RGB,0,0,1,freight_car,OBB_adjustment:1,needs_review:1,file-level summary aggregated from instance-level refinement records
test,01792,test/01792.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01793,test/01793.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01795,test/01795.txt,IR|RGB,0,0,4,car|truck|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01796,test/01796.txt,IR|RGB,0,0,6,car|truck|van,OBB_adjustment:4;category_correction:2,auto_high_confidence:2;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01797,test/01797.txt,IR|RGB,0,0,4,car|freight_car|truck|van,category_correction:4,auto_high_confidence:4,file-level summary aggregated from instance-level refinement records
test,01798,test/01798.txt,IR|RGB,0,0,6,car|freight_car|truck|van,OBB_adjustment:2;category_correction:4,auto_high_confidence:4;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01799,test/01799.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01800,test/01800.txt,IR|RGB,0,0,4,truck,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01801,test/01801.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01802,test/01802.txt,IR|RGB,0,0,4,truck,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01805,test/01805.txt,IR|RGB,0,0,7,car|freight_car|truck|van,OBB_adjustment:4;category_correction:1;category_correction+OBB_adjustment:2,auto_high_confidence:1;needs_review:6,file-level summary aggregated from instance-level refinement records
test,01806,test/01806.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01807,test/01807.txt,IR|RGB,2,2,10,freight_car|truck,OBB_adjustment:4;addition:2;category_correction+OBB_adjustment:6;removal:2,needs_review:14,file-level summary aggregated from instance-level refinement records
test,01808,test/01808.txt,IR|RGB,1,1,13,freight_car|truck,OBB_adjustment:1;addition:1;category_correction:12;removal:1,auto_high_confidence:12;needs_review:3,file-level summary aggregated from instance-level refinement records
test,01809,test/01809.txt,IR|RGB,0,0,21,car|freight_car|truck,OBB_adjustment:6;category_correction:14;category_correction+OBB_adjustment:1,auto_high_confidence:16;needs_review:5,file-level summary aggregated from instance-level refinement records
test,01810,test/01810.txt,IR|RGB,0,0,16,car|freight_car|truck,OBB_adjustment:2;category_correction:14,auto_high_confidence:14;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01811,test/01811.txt,IR|RGB,0,0,12,freight_car|truck,category_correction:12,auto_high_confidence:12,file-level summary aggregated from instance-level refinement records
test,01812,test/01812.txt,IR|RGB,0,0,4,freight_car|truck,category_correction:2;category_correction+OBB_adjustment:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01814,test/01814.txt,IR|RGB,0,0,4,car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01815,test/01815.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01816,test/01816.txt,IR|RGB,0,0,3,car|freight_car|truck,OBB_adjustment:1;category_correction+OBB_adjustment:2,needs_review:3,file-level summary aggregated from instance-level refinement records
test,01818,test/01818.txt,IR|RGB,0,0,2,freight_car|truck,category_correction+OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01819,test/01819.txt,IR|RGB,0,0,4,car|freight_car|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01820,test/01820.txt,IR|RGB,0,0,9,car|freight_car|van,OBB_adjustment:5;category_correction:4,auto_high_confidence:4;needs_review:5,file-level summary aggregated from instance-level refinement records
test,01821,test/01821.txt,IR|RGB,0,0,8,car|freight_car|truck|van,OBB_adjustment:4;category_correction:2;category_correction+OBB_adjustment:2,auto_high_confidence:2;needs_review:6,file-level summary aggregated from instance-level refinement records
test,01822,test/01822.txt,IR|RGB,0,0,4,freight_car|truck,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01823,test/01823.txt,IR|RGB,0,0,4,car|freight_car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01824,test/01824.txt,IR|RGB,1,1,3,freight_car,OBB_adjustment:3;addition:1;removal:1,needs_review:5,file-level summary aggregated from instance-level refinement records
test,01826,test/01826.txt,IR|RGB,0,0,2,freight_car|truck,category_correction+OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01827,test/01827.txt,IR|RGB,0,0,4,freight_car|truck,OBB_adjustment:4,auto_high_confidence:1;needs_review:3,file-level summary aggregated from instance-level refinement records
test,01828,test/01828.txt,IR|RGB,0,0,4,car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01829,test/01829.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01830,test/01830.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01831,test/01831.txt,IR|RGB,0,0,5,car|freight_car|truck,OBB_adjustment:5,auto_high_confidence:1;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01832,test/01832.txt,IR|RGB,0,0,8,car|freight_car|truck,OBB_adjustment:8,auto_high_confidence:1;needs_review:7,file-level summary aggregated from instance-level refinement records
test,01833,test/01833.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01834,test/01834.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01835,test/01835.txt,RGB,0,0,1,car,OBB_adjustment:1,needs_review:1,file-level summary aggregated from instance-level refinement records
test,01836,test/01836.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01837,test/01837.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01838,test/01838.txt,IR|RGB,0,0,2,freight_car|truck,category_correction+OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01839,test/01839.txt,IR|RGB,0,0,8,car|freight_car|truck|van,OBB_adjustment:4;category_correction:4,auto_high_confidence:4;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01840,test/01840.txt,IR|RGB,1,1,9,car|freight_car|truck|van,OBB_adjustment:7;addition:1;category_correction:2;removal:1,auto_high_confidence:2;needs_review:9,file-level summary aggregated from instance-level refinement records
test,01841,test/01841.txt,IR|RGB,0,0,10,bus|car|freight_car|truck|van,OBB_adjustment:4;category_correction:4;category_correction+OBB_adjustment:2,auto_high_confidence:7;needs_review:3,file-level summary aggregated from instance-level refinement records
test,01842,test/01842.txt,IR|RGB,0,0,2,car|van,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01843,test/01843.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01844,test/01844.txt,IR|RGB,0,0,5,car|freight_car|truck,OBB_adjustment:3;category_correction:2,auto_high_confidence:4;needs_review:1,file-level summary aggregated from instance-level refinement records
test,01845,test/01845.txt,IR|RGB,0,0,2,freight_car|truck,category_correction+OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01846,test/01846.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01848,test/01848.txt,IR|RGB,0,0,5,car|freight_car|truck,OBB_adjustment:5,auto_high_confidence:3;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01850,test/01850.txt,IR|RGB,0,0,4,car|truck|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01851,test/01851.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01852,test/01852.txt,IR|RGB,0,0,7,car|truck,OBB_adjustment:7,auto_high_confidence:3;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01853,test/01853.txt,IR|RGB,0,0,6,car|truck,OBB_adjustment:6,needs_review:6,file-level summary aggregated from instance-level refinement records
test,01854,test/01854.txt,IR|RGB,0,0,6,car|truck|van,OBB_adjustment:4;category_correction:2,auto_high_confidence:2;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01855,test/01855.txt,IR|RGB,0,0,4,car|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:3;needs_review:1,file-level summary aggregated from instance-level refinement records
test,01856,test/01856.txt,IR|RGB,1,1,3,freight_car|truck,OBB_adjustment:1;addition:1;category_correction+OBB_adjustment:2;removal:1,needs_review:5,file-level summary aggregated from instance-level refinement records
test,01857,test/01857.txt,IR|RGB,0,0,4,car|freight_car|truck,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01858,test/01858.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01859,test/01859.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01860,test/01860.txt,IR|RGB,0,0,4,freight_car|truck,OBB_adjustment:2;category_correction:2,auto_high_confidence:4,file-level summary aggregated from instance-level refinement records
test,01861,test/01861.txt,IR|RGB,0,0,4,freight_car|truck,category_correction:2;category_correction+OBB_adjustment:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01862,test/01862.txt,IR|RGB,0,0,4,car|freight_car|truck,OBB_adjustment:2;category_correction:2,auto_high_confidence:3;needs_review:1,file-level summary aggregated from instance-level refinement records
test,01863,test/01863.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01864,test/01864.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01865,test/01865.txt,IR|RGB,0,0,4,car|freight_car|truck,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01866,test/01866.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01867,test/01867.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01868,test/01868.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01869,test/01869.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01870,test/01870.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01871,test/01871.txt,IR|RGB,0,0,2,freight_car|truck,category_correction+OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01873,test/01873.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01875,test/01875.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01876,test/01876.txt,IR|RGB,1,1,1,freight_car,OBB_adjustment:1;addition:1;removal:1,needs_review:3,file-level summary aggregated from instance-level refinement records
test,01877,test/01877.txt,IR|RGB,0,0,2,freight_car|truck,category_correction:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01878,test/01878.txt,IR|RGB,0,0,4,car|freight_car|truck,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01879,test/01879.txt,IR|RGB,0,0,4,freight_car|truck,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01881,test/01881.txt,IR|RGB,0,0,4,freight_car|truck,category_correction:2;category_correction+OBB_adjustment:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01882,test/01882.txt,IR|RGB,0,0,6,car|freight_car|truck,OBB_adjustment:2;category_correction:2;category_correction+OBB_adjustment:2,auto_high_confidence:2;needs_review:4,file-level summary aggregated from instance-level refinement records
test,01883,test/01883.txt,IR|RGB,1,1,5,car|freight_car|truck|van,OBB_adjustment:1;addition:1;category_correction:1;category_correction+OBB_adjustment:3;removal:1,auto_high_confidence:2;needs_review:5,file-level summary aggregated from instance-level refinement records
test,01884,test/01884.txt,IR|RGB,0,0,4,car|freight_car|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:3;needs_review:1,file-level summary aggregated from instance-level refinement records
test,01886,test/01886.txt,IR|RGB,0,0,5,car|freight_car|truck|van,OBB_adjustment:1;category_correction:4,auto_high_confidence:5,file-level summary aggregated from instance-level refinement records
test,01887,test/01887.txt,IR|RGB,2,2,4,car|freight_car|truck,OBB_adjustment:4;addition:2;removal:2,needs_review:8,file-level summary aggregated from instance-level refinement records
test,01888,test/01888.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01889,test/01889.txt,IR|RGB,0,0,2,car,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01890,test/01890.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01891,test/01891.txt,IR|RGB,2,2,10,car|truck,OBB_adjustment:10;addition:2;removal:2,needs_review:14,file-level summary aggregated from instance-level refinement records
test,01892,test/01892.txt,IR|RGB,0,0,4,freight_car|truck,OBB_adjustment:2;category_correction+OBB_adjustment:2,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01893,test/01893.txt,IR|RGB,0,0,4,car|truck,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01894,test/01894.txt,IR|RGB,2,2,0,truck,addition:2;removal:2,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01896,test/01896.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01898,test/01898.txt,IR|RGB,0,0,2,freight_car,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01899,test/01899.txt,IR|RGB,0,0,2,truck,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01900,test/01900.txt,IR|RGB,2,2,3,bus|car,OBB_adjustment:3;addition:2;removal:2,auto_high_confidence:1;needs_review:6,file-level summary aggregated from instance-level refinement records
test,01901,test/01901.txt,IR|RGB,0,0,4,car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01902,test/01902.txt,IR|RGB,2,2,0,car,addition:2;removal:2,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01903,test/01903.txt,IR|RGB,0,0,2,freight_car,OBB_adjustment:2,needs_review:2,file-level summary aggregated from instance-level refinement records
test,01904,test/01904.txt,IR|RGB,0,0,4,car|van,OBB_adjustment:2;category_correction:2,auto_high_confidence:2;needs_review:2,file-level summary aggregated from instance-level refinement records
test,01906,test/01906.txt,IR|RGB,1,1,8,car|van,OBB_adjustment:3;addition:1;category_correction:4;category_correction+OBB_adjustment:1;removal:1,auto_high_confidence:5;needs_review:5,file-level summary aggregated from instance-level refinement records
test,01907,test/01907.txt,IR|RGB,2,2,8,bus|car|freight_car|van,OBB_adjustment:6;addition:2;category_correction:2;removal:2,auto_high_confidence:4;needs_review:8,file-level summary aggregated from instance-level refinement records
test,01908,test/01908.txt,IR|RGB,0,0,2,bus,OBB_adjustment:2,auto_high_confidence:2,file-level summary aggregated from instance-level refinement records
test,01909,test/01909.txt,IR|RGB,1,1,3,bus|car,OBB_adjustment:3;addition:1;removal:1,auto_high_confidence:2;needs_review:3,file-level summary aggregated from instance-level refinement records
test,01910,test/01910.txt,IR|RGB,0,0,4,bus|car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01911,test/01911.txt,IR|RGB,0,0,6,bus|car,OBB_adjustment:6,auto_high_confidence:1;needs_review:5,file-level summary aggregated from instance-level refinement records
test,01912,test/01912.txt,IR|RGB,0,0,3,car,OBB_adjustment:3,needs_review:3,file-level summary aggregated from instance-level refinement records
test,01913,test/01913.txt,IR|RGB,0,0,4,car,OBB_adjustment:4,auto_high_confidence:1;needs_review:3,file-level summary aggregated from instance-level refinement records
test,01914,test/01914.txt,IR|RGB,0,0,4,car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01916,test/01916.txt,IR|RGB,0,0,4,car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
test,01917,test/01917.txt,IR|RGB,0,0,2,freight_car,OBB_adjustment:2,auto_high_confidence:1;needs_review:1,file-level summary aggregated from instance-level refinement records
test,01918,test/01918.txt,IR|RGB,0,0,4,car|freight_car,OBB_adjustment:4,needs_review:4,file-level summary aggregated from instance-level refinement records
